Lease_ID,Property_ID,Tenant_Name,Suite,SF,Rent_PSF_Monthly,Annual_Rent,Escalation_Rate,Lease_Start,Lease_Expiration,Lease_Type
HRE-1149-P1-L5,HRE-1149-P1,Larson-Young,140,4083,3.65,178835,0.02,2024-07-24,2029-05-19,NNN
HRE-1149-P1-L6,HRE-1149-P1,"Webster, Morales and Adams",150,4660,2.41,134767,0.02,2024-07-24,2028-04-24,NNN
HRE-1149-P1-L7,HRE-1149-P1,David Ltd,160,4684,2.79,156820,0.03,2024-07-24,2030-07-13,NNN
HRE-1150-P1-L1,HRE-1150-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1538581,0.02,2024-11-15,2035-09-09,Master Lease
HRE-1151-P1-L1,HRE-1151-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1152163,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1151-P2-L1,HRE-1151-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,1710823,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1151-P3-L1,HRE-1151-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,870232,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1151-P4-L1,HRE-1151-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,284272,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1151-P5-L1,HRE-1151-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,360889,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1151-P6-L1,HRE-1151-P6,Silver Care Partners OpCo,Entire Facility,0,0.0,801247,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1151-P7-L1,HRE-1151-P7,Silver Care Partners OpCo,Entire Facility,0,0.0,952079,0.02,2025-01-29,2035-11-23,Master Lease
HRE-1152-P1-L1,HRE-1152-P1,Nash Ltd,100,7013,3.09,260042,0.03,2024-07-24,2029-01-19,NNN
HRE-1152-P1-L2,HRE-1152-P1,"Ellison, Moran and Cooper",110,6892,2.46,203451,0.0,2024-07-24,2027-07-29,NNN
HRE-1152-P1-L3,HRE-1152-P1,Garrett-Bowen,120,8027,3.79,365067,0.03,2024-07-24,2028-03-25,NNN
HRE-1152-P1-L4,HRE-1152-P1,Fuentes-Morrison,130,8571,3.58,368210,0.03,2024-07-24,2027-10-27,NNN
HRE-1153-P1-L1,HRE-1153-P1,Anderson-Kramer,100,466,2.4,13420,0.025,2024-07-24,2030-08-12,NNN
HRE-1153-P1-L2,HRE-1153-P1,Acosta-Clark,110,663,2.65,21083,0.025,2024-07-24,2028-12-20,NNN
HRE-1153-P1-L3,HRE-1153-P1,Skinner-Williams,120,595,3.74,26703,0.03,2024-07-24,2027-10-27,NNN
HRE-1153-P1-L4,HRE-1153-P1,White and Sons,130,643,2.59,19984,0.02,2024-07-24,2027-10-27,NNN
HRE-1153-P1-L5,HRE-1153-P1,Schultz-Munoz,140,560,3.69,24796,0.0,2024-07-24,2029-01-19,NNN
HRE-1153-P1-L6,HRE-1153-P1,Boyd-Brown,150,590,2.99,21169,0.025,2024-07-24,2029-10-16,NNN
HRE-1153-P1-L7,HRE-1153-P1,"Stephens, Miller and Lambert",160,540,2.54,16459,0.025,2024-07-24,2026-10-02,NNN
HRE-1153-P1-L8,HRE-1153-P1,Rodriguez PLC,170,520,2.18,13603,0.025,2024-07-24,2028-10-21,NNN
HRE-1153-P1-L9,HRE-1153-P1,Owens PLC,180,488,2.62,15342,0.025,2024-07-24,2026-11-01,NNN
HRE-1153-P1-L10,HRE-1153-P1,Acosta-Keller,190,587,2.55,17962,0.0,2024-07-24,2029-10-16,NNN
HRE-1153-P2-L1,HRE-1153-P2,"Villanueva, Johnson and Higgins",100,756,2.53,22952,0.025,2024-07-24,2030-06-13,NNN
HRE-1153-P2-L2,HRE-1153-P2,Perez-Randolph,110,753,2.81,25391,0.025,2024-07-24,2028-03-25,NNN
HRE-1153-P2-L3,HRE-1153-P2,Golden Inc,120,614,2.19,16135,0.025,2024-07-24,2029-12-15,NNN
HRE-1153-P2-L4,HRE-1153-P2,Frazier-Kelly,130,733,2.76,24276,0.0,2024-07-24,2029-07-18,NNN
HRE-1153-P2-L5,HRE-1153-P2,"Robinson, Jones and Roberson",140,542,3.63,23609,0.025,2024-07-24,2029-02-18,NNN
HRE-1153-P3-L1,HRE-1153-P3,"Allen, Lawrence and Robinson",100,746,2.67,23901,0.0,2024-07-24,2030-02-13,NNN
HRE-1153-P3-L2,HRE-1153-P3,Maynard-Mcdaniel,110,577,3.92,27142,0.02,2024-07-24,2028-08-22,NNN
HRE-1153-P3-L3,HRE-1153-P3,"Burgess, Webb and Hendricks",120,643,3.21,24768,0.025,2024-07-24,2027-03-31,NNN
HRE-1153-P4-L1,HRE-1153-P4,"Ramirez, Rogers and White",100,468,3.75,21060,0.0,2024-07-24,2030-05-14,NNN
HRE-1153-P4-L2,HRE-1153-P4,Wright PLC,110,504,2.39,14454,0.03,2024-07-24,2026-12-31,NNN
HRE-1153-P4-L3,HRE-1153-P4,Sanchez LLC,120,411,2.84,14006,0.02,2024-07-24,2027-04-30,NNN
HRE-1153-P4-L4,HRE-1153-P4,"Vazquez, Maddox and Espinoza",130,467,2.65,14850,0.02,2024-07-24,2027-03-01,NNN
HRE-1153-P4-L5,HRE-1153-P4,"Mejia, Mays and Krueger",140,429,2.35,12097,0.0,2024-07-24,2028-03-25,NNN
HRE-1153-P5-L1,HRE-1153-P5,Scott PLC,100,2129,2.76,70512,0.02,2024-07-24,2026-08-03,NNN
HRE-1153-P5-L2,HRE-1153-P5,Hernandez Ltd,110,1948,3.56,83218,0.0,2024-07-24,2030-11-10,NNN
HRE-1153-P5-L3,HRE-1153-P5,Walters Group,120,2216,2.43,64618,0.03,2024-07-24,2029-09-16,NNN
HRE-1153-P5-L4,HRE-1153-P5,Clark PLC,130,2337,2.67,74877,0.0,2024-07-24,2030-01-14,NNN
HRE-1153-P6-L1,HRE-1153-P6,Woods-Henderson,100,4919,3.81,224896,0.02,2024-07-24,2028-03-25,NNN
HRE-1153-P6-L2,HRE-1153-P6,Lee Group,110,3943,2.35,111192,0.02,2024-07-24,2027-07-29,NNN
HRE-1153-P6-L3,HRE-1153-P6,Fernandez-Trevino,120,4411,2.95,156149,0.025,2024-07-24,2029-04-19,NNN
HRE-1153-P6-L4,HRE-1153-P6,Garza-Hall,130,3910,2.05,96185,0.02,2024-07-24,2026-12-31,NNN
HRE-1153-P6-L5,HRE-1153-P6,Lester LLC,140,4605,3.53,195067,0.0,2024-07-24,2030-06-13,NNN
HRE-1153-P6-L6,HRE-1153-P6,"Shaffer, Edwards and Hodge",150,4844,3.68,213911,0.03,2024-07-24,2029-12-15,NNN
HRE-1153-P7-L1,HRE-1153-P7,Phillips Group,100,2406,2.15,62074,0.025,2024-07-24,2029-02-18,NNN
HRE-1153-P7-L2,HRE-1153-P7,Forbes-Carter,110,2814,3.66,123590,0.03,2024-07-24,2026-10-02,NNN
HRE-1153-P7-L3,HRE-1153-P7,Bennett-Lin,120,2470,3.04,90105,0.0,2024-07-24,2027-06-29,NNN
HRE-1153-P7-L4,HRE-1153-P7,"Fernandez, Adams and Young",130,2926,3.89,136585,0.0,2024-07-24,2028-03-25,NNN
HRE-1153-P7-L5,HRE-1153-P7,Howard-Johnson,140,2884,3.86,133586,0.02,2024-07-24,2027-01-30,NNN
HRE-1153-P7-L6,HRE-1153-P7,Cortez-Hardy,150,2824,2.03,68792,0.02,2024-07-24,2030-11-10,NNN
HRE-1153-P7-L7,HRE-1153-P7,Ochoa-Holt,160,2417,3.11,90202,0.025,2024-07-24,2028-07-23,NNN
HRE-1153-P7-L8,HRE-1153-P7,"Leach, Patterson and Silva",170,2703,2.31,74927,0.03,2024-07-24,2027-05-30,NNN
HRE-1153-P7-L9,HRE-1153-P7,Jones-Payne,180,2902,2.53,88104,0.025,2024-07-24,2026-07-04,NNN
HRE-1153-P8-L1,HRE-1153-P8,White-Gibbs,100,2876,3.09,106642,0.02,2024-07-24,2028-05-24,NNN
HRE-1153-P8-L2,HRE-1153-P8,Marks-Huang,110,2333,3.01,84267,0.025,2024-07-24,2027-03-31,NNN
HRE-1153-P8-L3,HRE-1153-P8,Decker PLC,120,2789,2.9,97057,0.02,2024-07-24,2028-07-23,NNN
HRE-1153-P8-L4,HRE-1153-P8,"Odonnell, Joseph and Clark",130,2616,2.94,92292,0.03,2024-07-24,2026-10-02,NNN
HRE-1153-P8-L5,HRE-1153-P8,Stanley Ltd,140,2590,3.06,95104,0.03,2024-07-24,2027-09-27,NNN
HRE-1153-P8-L6,HRE-1153-P8,"Miller, Whitney and Roy",150,2636,2.49,78763,0.025,2024-07-24,2030-10-11,NNN
HRE-1153-P8-L7,HRE-1153-P8,Hughes-Smith,160,2603,2.15,67157,0.02,2024-07-24,2028-12-20,NNN
HRE-1154-P1-L1,HRE-1154-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,422256,0.02,2024-05-21,2035-03-15,Master Lease
HRE-1154-P2-L1,HRE-1154-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,125877,0.02,2024-05-21,2035-03-15,Master Lease
HRE-1154-P3-L1,HRE-1154-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,591541,0.02,2024-05-21,2035-03-15,Master Lease
HRE-1154-P4-L1,HRE-1154-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,105359,0.02,2024-05-21,2035-03-15,Master Lease
HRE-1155-P1-L1,HRE-1155-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1063713,0.02,2024-01-08,2034-11-01,Master Lease
HRE-1156-P1-L1,HRE-1156-P1,Warner PLC,100,4113,2.08,102660,0.0,2024-07-24,2026-06-04,NNN
HRE-1156-P1-L2,HRE-1156-P1,Delacruz-Robinson,110,3355,2.73,109909,0.0,2024-07-24,2029-02-18,NNN
HRE-1156-P1-L3,HRE-1156-P1,Holland LLC,120,3403,3.59,146601,0.02,2024-07-24,2030-06-13,NNN
HRE-1156-P1-L4,HRE-1156-P1,"Mcdaniel, Conner and Cruz",130,3284,3.22,126893,0.025,2024-07-24,2028-03-25,NNN
HRE-1156-P1-L5,HRE-1156-P1,"Bird, Jacobs and Romero",140,3624,2.7,117417,0.03,2024-07-24,2030-04-14,NNN
HRE-1156-P1-L6,HRE-1156-P1,"Lopez, Gentry and Nelson",150,2926,3.93,137990,0.0,2024-07-24,2026-08-03,NNN
HRE-1156-P1-L7,HRE-1156-P1,"Baxter, Brown and Kim",160,2938,2.95,104005,0.03,2024-07-24,2028-12-20,NNN
HRE-1156-P1-L8,HRE-1156-P1,Henderson-Dean,170,4003,3.84,184458,0.025,2024-07-24,2027-09-27,NNN
HRE-1156-P1-L9,HRE-1156-P1,Ellis-Smith,180,3991,2.34,112067,0.0,2024-07-24,2026-08-03,NNN
HRE-1157-P1-L1,HRE-1157-P1,"Barnes, Jackson and Ortiz",100,15767,2.71,512742,0.03,2024-07-24,2029-02-18,NNN
HRE-1157-P1-L2,HRE-1157-P1,Clark LLC,110,18824,2.62,591826,0.02,2024-07-24,2029-12-15,NNN
HRE-1157-P1-L3,HRE-1157-P1,Lowe LLC,120,14973,2.22,398880,0.03,2024-07-24,2028-07-23,NNN
HRE-1158-P1-L1,HRE-1158-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,266857,0.02,2023-03-24,2034-01-15,Master Lease
HRE-1158-P2-L1,HRE-1158-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,1041181,0.02,2023-03-24,2034-01-15,Master Lease
HRE-1158-P3-L1,HRE-1158-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,472194,0.02,2023-03-24,2034-01-15,Master Lease
HRE-1158-P4-L1,HRE-1158-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,1420071,0.02,2023-03-24,2034-01-15,Master Lease
HRE-1158-P5-L1,HRE-1158-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,275230,0.02,2023-03-24,2034-01-15,Master Lease
HRE-1159-P1-L1,HRE-1159-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,1176596,0.02,2024-04-17,2035-02-09,Master Lease
HRE-1160-P1-L1,HRE-1160-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,821087,0.02,2023-07-15,2034-05-08,Master Lease
HRE-1161-P1-L1,HRE-1161-P1,Guerrero Ltd,100,1517,3.98,72451,0.02,2024-07-24,2029-04-19,NNN
HRE-1161-P1-L2,HRE-1161-P1,Miller-Morrison,110,1686,3.26,65956,0.0,2024-07-24,2028-05-24,NNN
HRE-1161-P1-L3,HRE-1161-P1,Hicks-Baker,120,2077,3.76,93714,0.0,2024-07-24,2030-01-14,NNN
HRE-1161-P1-L4,HRE-1161-P1,"Horton, Phelps and Lopez",130,1754,2.28,47989,0.03,2024-07-24,2029-07-18,NNN
HRE-1161-P1-L5,HRE-1161-P1,Robinson-Williams,140,1700,2.14,43656,0.03,2024-07-24,2026-10-02,NNN
HRE-1161-P1-L6,HRE-1161-P1,Moore-Diaz,150,2176,2.01,52485,0.025,2024-07-24,2030-10-11,NNN
HRE-1161-P1-L7,HRE-1161-P1,"Bonilla, Miranda and Clay",160,2179,2.88,75306,0.025,2024-07-24,2030-09-11,NNN
HRE-1161-P2-L1,HRE-1161-P2,Berry PLC,100,2454,3.28,96589,0.03,2024-07-24,2028-04-24,NNN
HRE-1161-P2-L2,HRE-1161-P2,Smith PLC,110,3258,3.46,135272,0.03,2024-07-24,2028-05-24,NNN
HRE-1161-P2-L3,HRE-1161-P2,Flores-Harris,120,2974,3.0,107064,0.03,2024-07-24,2030-07-13,NNN
HRE-1161-P2-L4,HRE-1161-P2,Carter Group,130,3367,2.23,90100,0.03,2024-07-24,2030-11-10,NNN
HRE-1161-P2-L5,HRE-1161-P2,Marks-Taylor,140,2612,3.06,95912,0.02,2024-07-24,2028-06-23,NNN
HRE-1161-P2-L6,HRE-1161-P2,Hunt and Sons,150,2681,3.87,124505,0.02,2024-07-24,2027-12-26,NNN
HRE-1161-P2-L7,HRE-1161-P2,"Wolfe, Stone and Valdez",160,3044,2.11,77074,0.02,2024-07-24,2030-05-14,NNN
HRE-1161-P3-L1,HRE-1161-P3,Bullock-Merritt,100,4257,2.69,137415,0.025,2024-07-24,2030-02-13,NNN
HRE-1161-P3-L2,HRE-1161-P3,"Tucker, Walker and Brown",110,4480,3.16,169881,0.025,2024-07-24,2029-01-19,NNN
HRE-1161-P3-L3,HRE-1161-P3,Saunders LLC,120,3861,2.59,119999,0.025,2024-07-24,2026-12-31,NNN
HRE-1161-P3-L4,HRE-1161-P3,Lewis LLC,130,5357,3.92,251993,0.02,2024-07-24,2028-04-24,NNN
HRE-1161-P3-L5,HRE-1161-P3,Wilson Inc,140,5495,3.7,243978,0.02,2024-07-24,2027-11-26,NNN
HRE-1161-P3-L6,HRE-1161-P3,"Koch, Decker and Schneider",150,3858,2.46,113888,0.025,2024-07-24,2030-10-11,NNN
HRE-1161-P4-L1,HRE-1161-P4,"Turner, Hudson and Brock",100,2622,2.85,89672,0.0,2024-07-24,2028-07-23,NNN
HRE-1161-P4-L2,HRE-1161-P4,Solis-Rodriguez,110,2453,3.11,91545,0.0,2024-07-24,2029-01-19,NNN
HRE-1161-P4-L3,HRE-1161-P4,Sims-Peters,120,2532,2.6,78998,0.02,2024-07-24,2030-02-13,NNN
HRE-1161-P4-L4,HRE-1161-P4,Marquez-White,130,2008,2.37,57107,0.03,2024-07-24,2027-12-26,NNN
HRE-1161-P4-L5,HRE-1161-P4,"Rice, Harrison and Roberson",140,2437,2.37,69308,0.02,2024-07-24,2030-11-10,NNN
HRE-1161-P4-L6,HRE-1161-P4,Martinez PLC,150,2346,3.91,110074,0.03,2024-07-24,2030-08-12,NNN
HRE-1161-P4-L7,HRE-1161-P4,Love-Harris,160,2199,3.21,84705,0.03,2024-07-24,2028-08-22,NNN
HRE-1161-P4-L8,HRE-1161-P4,"Johnson, Jarvis and Rivera",170,1920,3.81,87782,0.02,2024-07-24,2030-09-11,NNN
HRE-1161-P4-L9,HRE-1161-P4,Guerrero Inc,180,2495,2.73,81736,0.025,2024-07-24,2030-11-10,NNN
HRE-1161-P4-L10,HRE-1161-P4,"Fields, Bell and Newman",190,1852,3.28,72894,0.0,2024-07-24,2028-05-24,NNN
HRE-1161-P5-L1,HRE-1161-P5,Gibbs PLC,100,6773,3.51,285278,0.025,2024-07-24,2028-12-20,NNN
HRE-1161-P5-L2,HRE-1161-P5,"Peters, Lawson and Davis",110,6631,2.7,214844,0.025,2024-07-24,2030-01-14,NNN
HRE-1161-P5-L3,HRE-1161-P5,"Bennett, Brown and Doyle",120,5617,3.15,212322,0.03,2024-07-24,2029-11-15,NNN
HRE-1161-P5-L4,HRE-1161-P5,Cameron-Duncan,130,6595,2.53,200224,0.025,2024-07-24,2030-05-14,NNN
HRE-1161-P5-L5,HRE-1161-P5,Greene Inc,140,5911,3.15,223435,0.0,2024-07-24,2028-04-24,NNN
HRE-1161-P5-L6,HRE-1161-P5,Suarez and Sons,150,5612,3.34,224928,0.025,2024-07-24,2028-09-21,NNN
HRE-1161-P6-L1,HRE-1161-P6,"Wilcox, Hernandez and Wilson",100,1273,2.16,32996,0.0,2024-07-24,2029-05-19,NNN
HRE-1161-P6-L2,HRE-1161-P6,Mitchell-Fernandez,110,1233,2.57,38025,0.0,2024-07-24,2029-05-19,NNN
HRE-1161-P6-L3,HRE-1161-P6,"Norton, Miller and Sanders",120,1359,2.9,47293,0.025,2024-07-24,2030-03-15,NNN
HRE-1161-P6-L4,HRE-1161-P6,Jordan PLC,130,1113,2.61,34859,0.025,2024-07-24,2027-05-30,NNN
HRE-1161-P6-L5,HRE-1161-P6,"Cross, Berry and Blake",140,1408,3.95,66739,0.025,2024-07-24,2029-11-15,NNN
HRE-1161-P6-L6,HRE-1161-P6,Hernandez-Green,150,1019,2.3,28124,0.02,2024-07-24,2027-01-30,NNN
HRE-1162-P1-L1,HRE-1162-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,2019366,0.02,2023-11-13,2034-09-06,Master Lease
HRE-1163-P1-L1,HRE-1163-P1,Chaney PLC,100,10065,2.66,321274,0.02,2024-07-24,2029-08-17,NNN
HRE-1163-P1-L2,HRE-1163-P1,Chase-Taylor,110,8115,3.48,338882,0.0,2024-07-24,2028-08-22,NNN
HRE-1163-P1-L3,HRE-1163-P1,Hernandez LLC,120,11271,2.88,389525,0.0,2024-07-24,2030-04-14,NNN
HRE-1163-P1-L4,HRE-1163-P1,Sanchez-Shepherd,130,9334,2.17,243057,0.0,2024-07-24,2030-11-10,NNN
HRE-1163-P1-L5,HRE-1163-P1,Foster-Scott,140,10507,2.24,282428,0.025,2024-07-24,2027-06-29,NNN
HRE-1163-P2-L1,HRE-1163-P2,Duncan-Benson,100,195,3.21,7511,0.03,2024-07-24,2027-01-30,NNN
HRE-1163-P2-L2,HRE-1163-P2,"Sexton, Sanchez and Trevino",110,196,3.37,7926,0.0,2024-07-24,2026-07-04,NNN
HRE-1163-P2-L3,HRE-1163-P2,"Walker, Bryant and Yang",120,174,3.65,7621,0.03,2024-07-24,2028-09-21,NNN
HRE-1163-P2-L4,HRE-1163-P2,"Jennings, Hill and Gonzalez",130,171,3.54,7264,0.025,2024-07-24,2028-11-20,NNN
HRE-1163-P2-L5,HRE-1163-P2,Walker-Hernandez,140,188,2.51,5662,0.02,2024-07-24,2026-10-02,NNN
HRE-1163-P2-L6,HRE-1163-P2,Henderson-Long,150,150,2.63,4734,0.02,2024-07-24,2028-09-21,NNN
HRE-1163-P2-L7,HRE-1163-P2,"Palmer, Mayo and Christian",160,156,3.24,6065,0.0,2024-07-24,2029-04-19,NNN
HRE-1163-P2-L8,HRE-1163-P2,Hodge Ltd,170,190,3.35,7638,0.02,2024-07-24,2028-07-23,NNN
HRE-1163-P2-L9,HRE-1163-P2,"Norton, Kirby and Pearson",180,179,3.22,6916,0.025,2024-07-24,2030-06-13,NNN
HRE-1163-P2-L10,HRE-1163-P2,Jenkins-Hobbs,190,171,3.75,7695,0.03,2024-07-24,2030-06-13,NNN
HRE-1163-P3-L1,HRE-1163-P3,"Jones, Berger and Adkins",100,172,3.07,6336,0.03,2024-07-24,2029-03-20,NNN
HRE-1163-P3-L2,HRE-1163-P3,Hunt and Sons,110,244,3.46,10130,0.03,2024-07-24,2029-07-18,NNN
HRE-1163-P3-L3,HRE-1163-P3,"Martinez, French and Miranda",120,203,3.22,7843,0.02,2024-07-24,2030-11-10,NNN
HRE-1163-P3-L4,HRE-1163-P3,Ward Group,130,211,2.02,5114,0.03,2024-07-24,2026-11-01,NNN
HRE-1163-P3-L5,HRE-1163-P3,Clark Ltd,140,240,3.11,8956,0.025,2024-07-24,2026-06-04,NNN
HRE-1163-P3-L6,HRE-1163-P3,Roberts Ltd,150,196,3.75,8820,0.03,2024-07-24,2030-05-14,NNN
HRE-1163-P3-L7,HRE-1163-P3,Howell and Sons,160,181,2.88,6255,0.025,2024-07-24,2026-12-01,NNN
HRE-1163-P3-L8,HRE-1163-P3,Bell-Olson,170,236,2.28,6456,0.02,2024-07-24,2027-03-31,NNN
HRE-1163-P4-L1,HRE-1163-P4,"Saunders, Payne and Malone",100,514,3.32,20477,0.03,2024-07-24,2030-05-14,NNN
HRE-1163-P4-L2,HRE-1163-P4,"Smith, Strickland and Mitchell",110,498,2.95,17629,0.025,2024-07-24,2028-01-25,NNN
HRE-1163-P4-L3,HRE-1163-P4,Sullivan-Porter,120,462,3.33,18461,0.025,2024-07-24,2030-01-14,NNN
HRE-1163-P4-L4,HRE-1163-P4,Escobar Group,130,462,3.05,16909,0.0,2024-07-24,2030-10-11,NNN
HRE-1163-P4-L5,HRE-1163-P4,Johnston Inc,140,451,2.29,12393,0.0,2024-07-24,2028-08-22,NNN
HRE-1163-P4-L6,HRE-1163-P4,Maldonado and Sons,150,463,2.2,12223,0.02,2024-07-24,2029-04-19,NNN
HRE-1163-P4-L7,HRE-1163-P4,"Calderon, Schroeder and Gutierrez",160,533,2.1,13431,0.02,2024-07-24,2026-07-04,NNN
HRE-1163-P4-L8,HRE-1163-P4,Wilson PLC,170,514,3.76,23191,0.025,2024-07-24,2027-06-29,NNN
HRE-1163-P4-L9,HRE-1163-P4,Molina Inc,180,507,2.71,16487,0.0,2024-07-24,2030-04-14,NNN
HRE-1163-P4-L10,HRE-1163-P4,Martin Ltd,190,506,3.24,19673,0.025,2024-07-24,2026-08-03,NNN
HRE-1163-P5-L1,HRE-1163-P5,Ochoa-Porter,100,10215,3.75,459675,0.0,2024-07-24,2027-08-28,NNN
HRE-1163-P5-L2,HRE-1163-P5,Clay-Vang,110,11833,2.5,354990,0.0,2024-07-24,2030-02-13,NNN
HRE-1163-P5-L3,HRE-1163-P5,Reeves and Sons,120,10013,2.1,252327,0.0,2024-07-24,2028-03-25,NNN
HRE-1163-P5-L4,HRE-1163-P5,"Martinez, Humphrey and Olson",130,10318,2.2,272395,0.02,2024-07-24,2028-08-22,NNN
HRE-1164-P1-L1,HRE-1164-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,347838,0.02,2024-03-19,2035-01-11,Master Lease
HRE-1164-P2-L1,HRE-1164-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,862281,0.02,2024-03-19,2035-01-11,Master Lease
HRE-1164-P3-L1,HRE-1164-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,970395,0.02,2024-03-19,2035-01-11,Master Lease
HRE-1164-P4-L1,HRE-1164-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,1016752,0.02,2024-03-19,2035-01-11,Master Lease
HRE-1164-P5-L1,HRE-1164-P5,Apex Healthcare OpCo,Entire Facility,0,0.0,910901,0.02,2024-03-19,2035-01-11,Master Lease
HRE-1165-P1-L1,HRE-1165-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,193037,0.02,2024-01-01,2034-10-25,Master Lease
HRE-1165-P2-L1,HRE-1165-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,65334,0.02,2024-01-01,2034-10-25,Master Lease
HRE-1165-P3-L1,HRE-1165-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,19203,0.02,2024-01-01,2034-10-25,Master Lease
HRE-1165-P4-L1,HRE-1165-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,1196601,0.02,2024-01-01,2034-10-25,Master Lease
HRE-1165-P5-L1,HRE-1165-P5,Apex Healthcare OpCo,Entire Facility,0,0.0,188446,0.02,2024-01-01,2034-10-25,Master Lease
HRE-1166-P1-L1,HRE-1166-P1,Beacon Capital OpCo,Entire Facility,0,0.0,783754,0.02,2023-12-05,2034-09-28,Master Lease
HRE-1167-P1-L1,HRE-1167-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1106694,0.02,2024-04-18,2035-02-10,Master Lease
HRE-1168-P1-L1,HRE-1168-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,879396,0.02,2024-02-17,2034-12-11,Master Lease
HRE-1169-P1-L1,HRE-1169-P1,"Weber, Martinez and Jefferson",100,3047,2.66,97260,0.03,2024-07-24,2029-07-18,NNN
HRE-1169-P1-L2,HRE-1169-P1,Benitez-Jackson,110,3392,3.24,131880,0.025,2024-07-24,2030-01-14,NNN
HRE-1169-P1-L3,HRE-1169-P1,Rice-Adams,120,3060,3.31,121543,0.03,2024-07-24,2029-01-19,NNN
HRE-1169-P1-L4,HRE-1169-P1,Lowe-Goodwin,130,2602,2.74,85553,0.03,2024-07-24,2029-10-16,NNN
HRE-1169-P1-L5,HRE-1169-P1,"Grimes, Jones and Faulkner",140,2488,2.23,66578,0.025,2024-07-24,2029-08-17,NNN
HRE-1169-P1-L6,HRE-1169-P1,"Brock, Colon and Bradley",150,3252,2.61,101852,0.03,2024-07-24,2029-05-19,NNN
HRE-1169-P1-L7,HRE-1169-P1,"Meyer, King and Smith",160,3271,2.11,82821,0.0,2024-07-24,2027-11-26,NNN
HRE-1169-P1-L8,HRE-1169-P1,"Armstrong, Herrera and Lee",170,3194,2.05,78572,0.0,2024-07-24,2027-09-27,NNN
HRE-1169-P1-L9,HRE-1169-P1,"Foster, Cook and Calderon",180,2786,2.58,86254,0.02,2024-07-24,2030-05-14,NNN
HRE-1169-P1-L10,HRE-1169-P1,Ford-Graham,190,3409,3.25,132951,0.0,2024-07-24,2026-10-02,NNN
HRE-1170-P1-L1,HRE-1170-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1025530,0.02,2023-03-22,2034-01-13,Master Lease
HRE-1171-P1-L1,HRE-1171-P1,Lee and Sons,100,15732,3.68,694725,0.03,2024-07-24,2026-06-04,NNN
HRE-1171-P1-L2,HRE-1171-P1,"Padilla, Church and King",110,12912,3.84,594984,0.0,2024-07-24,2028-02-24,NNN
HRE-1171-P1-L3,HRE-1171-P1,Rogers Group,120,12771,3.87,593085,0.0,2024-07-24,2028-04-24,NNN
HRE-1171-P1-L4,HRE-1171-P1,"Miller, Kaiser and Myers",130,17031,3.68,752088,0.02,2024-07-24,2029-02-18,NNN
HRE-1171-P1-L5,HRE-1171-P1,Thompson Group,140,12996,2.42,377403,0.02,2024-07-24,2028-02-24,NNN
HRE-1172-P1-L1,HRE-1172-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,807616,0.02,2023-06-17,2034-04-10,Master Lease
HRE-1173-P1-L1,HRE-1173-P1,Gonzalez-Ward,100,7387,2.61,231360,0.02,2024-07-24,2028-08-22,NNN
HRE-1173-P1-L2,HRE-1173-P1,"Beck, Liu and James",110,5971,2.89,207074,0.025,2024-07-24,2026-11-01,NNN
HRE-1173-P1-L3,HRE-1173-P1,Hunt-Ball,120,5878,3.73,263099,0.03,2024-07-24,2027-01-30,NNN
